Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Dir of Max Gust (10s deg),Spd of Max Gust (km/h)
-82.96,42.28,WINDSOR,6139530,6/30/2021,2021,6,30,29,23,26,0,8,0.5,0,0.5,0,22,33
-82.96,42.28,WINDSOR,6139530,7/1/2021,2021,7,1,26,19.5,22.8,0,4.8,1,0,1,0,4,45
-82.96,42.28,WINDSOR,6139530,7/2/2021,2021,7,2,25.5,15,20.3,0,2.3,0,0,0,0,34,50
-82.96,42.28,WINDSOR,6139530,7/3/2021,2021,7,3,27.5,13.5,20.5,0,2.5,0,0,0,0,27,35
-82.96,42.28,WINDSOR,6139530,7/4/2021,2021,7,4,33,19,26,0,8,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,7/5/2021,2021,7,5,34,22,28,0,10,0,0,0,0,22,50
-82.96,42.28,WINDSOR,6139530,7/6/2021,2021,7,6,34.5,25,29.8,0,11.8,3.2,0,3.2,0,23,52
-82.96,42.28,WINDSOR,6139530,7/7/2021,2021,7,7,32.5,22,27.3,0,9.3,14.6,0,14.6,0,23,37
-82.96,42.28,WINDSOR,6139530,7/8/2021,2021,7,8,26.5,21,23.8,0,5.8,10.8,0,10.8,0,31,39
-82.96,42.28,WINDSOR,6139530,7/9/2021,2021,7,9,25.5,16,20.8,0,2.8,0,0,0,0,35,33
-82.96,42.28,WINDSOR,6139530,7/10/2021,2021,7,10,25,13.5,19.3,0,1.3,8.6,0,8.6,0,,
-82.96,42.28,WINDSOR,6139530,7/11/2021,2021,7,11,20.5,18.5,19.5,0,1.5,7.6,0,7.6,0,7,45
-82.96,42.28,WINDSOR,6139530,7/12/2021,2021,7,12,24,19,21.5,0,3.5,2.3,0,2.3,0,,
-82.96,42.28,WINDSOR,6139530,7/13/2021,2021,7,13,29,21,25,0,7,1.1,0,1.1,0,19,46
-82.96,42.28,WINDSOR,6139530,7/14/2021,2021,7,14,30,21,25.5,0,7.5,0,0,0,0,22,35
-82.96,42.28,WINDSOR,6139530,7/15/2021,2021,7,15,31,22.5,26.8,0,8.8,14,0,14,0,29,48
-82.96,42.28,WINDSOR,6139530,7/16/2021,2021,7,16,20.5,19.5,20,0,2,65.8,0,65.8,0,7,42
-82.96,42.28,WINDSOR,6139530,7/17/2021,2021,7,17,26,18.5,22.3,0,4.3,0,0,0,0,3,35
-82.96,42.28,WINDSOR,6139530,7/18/2021,2021,7,18,29.5,16,22.8,0,4.8,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,7/19/2021,2021,7,19,30.5,19.5,25,0,7,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,7/20/2021,2021,7,20,30.5,21,25.8,0,7.8,1.2,0,1.2,0,1,42
-82.96,42.28,WINDSOR,6139530,7/21/2021,2021,7,21,25.5,17.5,21.5,0,3.5,0,0,0,0,35,41
-82.96,42.28,WINDSOR,6139530,7/22/2021,2021,7,22,26,14.5,20.3,0,2.3,0.4,0,0.4,0,,
-82.96,42.28,WINDSOR,6139530,7/23/2021,2021,7,23,24.5,18.5,21.5,0,3.5,1.4,0,1.4,0,,
-82.96,42.28,WINDSOR,6139530,7/24/2021,2021,7,24,30.5,20,25.3,0,7.3,40.2,0,40.2,0,21,55
-82.96,42.28,WINDSOR,6139530,7/25/2021,2021,7,25,32,21.5,26.8,0,8.8,0,0,0,0,30,39
-82.96,42.28,WINDSOR,6139530,7/26/2021,2021,7,26,32.5,20,26.3,0,8.3,0,0,0,0,33,39
-82.96,42.28,WINDSOR,6139530,7/27/2021,2021,7,27,30.5,21,25.8,0,7.8,0,0,0,0,27,39
-82.96,42.28,WINDSOR,6139530,7/28/2021,2021,7,28,30,20.5,25.3,0,7.3,0.2,0,0.2,0,,
-82.96,42.28,WINDSOR,6139530,7/29/2021,2021,7,29,32,23,27.5,0,9.5,1,0,1,0,26,54
-82.96,42.28,WINDSOR,6139530,7/30/2021,2021,7,30,25.5,18.5,22,0,4,0,0,0,0,36,41
-82.96,42.28,WINDSOR,6139530,7/31/2021,2021,7,31,27,13.5,20.3,0,2.3,1.6,0,1.6,0,21,45
-82.96,42.28,WINDSOR,6139530,8/1/2021,2021,8,1,25.5,18,21.8,0,3.8,0.2,0,0.2,0,2,59
-82.96,42.28,WINDSOR,6139530,8/2/2021,2021,8,2,26,15,20.5,0,2.5,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,8/3/2021,2021,8,3,28,15.5,21.8,0,3.8,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,8/4/2021,2021,8,4,29,14.5,21.8,0,3.8,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,8/5/2021,2021,8,5,30,17,23.5,0,5.5,0,0,0,0,19,32
-82.96,42.28,WINDSOR,6139530,8/6/2021,2021,8,6,30.5,18,24.3,0,6.3,0,0,0,0,22,45
-82.96,42.28,WINDSOR,6139530,8/7/2021,2021,8,7,29.5,21,25.3,0,7.3,7,0,7,0,,
-82.96,42.28,WINDSOR,6139530,8/8/2021,2021,8,8,31.5,21,26.3,0,8.3,0,0,0,0,18,37
-82.96,42.28,WINDSOR,6139530,8/9/2021,2021,8,9,32,22.5,27.3,0,9.3,8.4,0,8.4,0,,
-82.96,42.28,WINDSOR,6139530,8/10/2021,2021,8,10,33.5,22.5,28,0,10,0.2,0,0.2,0,,
-82.96,42.28,WINDSOR,6139530,8/11/2021,2021,8,11,31,22,26.5,0,8.5,65.4,0,65.4,0,,
-82.96,42.28,WINDSOR,6139530,8/12/2021,2021,8,12,31.5,20.5,26,0,8,0,0,0,0,33,68
-82.96,42.28,WINDSOR,6139530,8/13/2021,2021,8,13,29.5,24,26.8,0,8.8,0,0,0,0,28,33
-82.96,42.28,WINDSOR,6139530,8/14/2021,2021,8,14,26,18,22,0,4,0,0,0,0,36,37
-82.96,42.28,WINDSOR,6139530,8/15/2021,2021,8,15,25.5,13,19.3,0,1.3,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,8/16/2021,2021,8,16,23.5,16,19.8,0,1.8,1.2,0,1.2,0,,
-82.96,42.28,WINDSOR,6139530,8/17/2021,2021,8,17,28,19,23.5,0,5.5,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,8/18/2021,2021,8,18,28,21,24.5,0,6.5,0,0,0,0,5,33
-82.96,42.28,WINDSOR,6139530,8/19/2021,2021,8,19,30,19,24.5,0,6.5,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,8/20/2021,2021,8,20,30.5,20.5,25.5,0,7.5,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,8/21/2021,2021,8,21,30.5,21,25.8,0,7.8,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,8/22/2021,2021,8,22,33.5,21.5,27.5,0,9.5,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,8/23/2021,2021,8,23,31.5,22,26.8,0,8.8,0,0,0,0,32,33
-82.96,42.28,WINDSOR,6139530,8/24/2021,2021,8,24,33.5,20.5,27,0,9,1.4,0,1.4,0,35,52
-82.96,42.28,WINDSOR,6139530,8/25/2021,2021,8,25,31.5,23,27.3,0,9.3,0.2,0,0.2,0,23,39
-82.96,42.28,WINDSOR,6139530,8/26/2021,2021,8,26,32,25,28.5,0,10.5,0,0,0,0,25,32
-82.96,42.28,WINDSOR,6139530,8/27/2021,2021,8,27,30,22.5,26.3,0,8.3,12,0,12,0,30,42
-82.96,42.28,WINDSOR,6139530,8/28/2021,2021,8,28,33.5,23,28.3,0,10.3,0,0,0,0,19,32
-82.96,42.28,WINDSOR,6139530,8/29/2021,2021,8,29,34,23,28.5,0,10.5,20.6,0,20.6,0,29,65
-82.96,42.28,WINDSOR,6139530,8/30/2021,2021,8,30,30,22,26,0,8,0,0,0,0,29,35
-82.96,42.28,WINDSOR,6139530,8/31/2021,2021,8,31,27.5,18.5,23,0,5,0,0,0,0,3,39
-82.96,42.28,WINDSOR,6139530,9/1/2021,2021,9,1,26.5,19,22.8,0,4.8,0,0,0,0,4,50
-82.96,42.28,WINDSOR,6139530,9/2/2021,2021,9,2,26,15,20.5,0,2.5,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,9/3/2021,2021,9,3,24,12,18,0,0,0,0,0,0,6,33
-82.96,42.28,WINDSOR,6139530,9/4/2021,2021,9,4,26,15.5,20.8,0,2.8,2,0,2,0,21,46
-82.96,42.28,WINDSOR,6139530,9/5/2021,2021,9,5,28,18.5,23.3,0,5.3,0.4,0,0.4,0,26,42
-82.96,42.28,WINDSOR,6139530,9/6/2021,2021,9,6,25.5,16.5,21,0,3,0,0,0,0,26,65
-82.96,42.28,WINDSOR,6139530,9/7/2021,2021,9,7,31,13,22,0,4,15.2,0,15.2,0,20,59
-82.96,42.28,WINDSOR,6139530,9/8/2021,2021,9,8,27,17.5,22.3,0,4.3,0,0,0,0,27,48
-82.96,42.28,WINDSOR,6139530,9/9/2021,2021,9,9,21.5,14,17.8,0.2,0,0,0,0,0,33,48
-82.96,42.28,WINDSOR,6139530,9/10/2021,2021,9,10,25.5,12.5,19,0,1,0,0,0,0,29,33
-82.96,42.28,WINDSOR,6139530,9/11/2021,2021,9,11,28,17,22.5,0,4.5,0,0,0,0,20,61
-82.96,42.28,WINDSOR,6139530,9/12/2021,2021,9,12,29.5,21.5,25.5,0,7.5,0,0,0,0,24,37
-82.96,42.28,WINDSOR,6139530,9/13/2021,2021,9,13,25,19,22,0,4,0.2,0,0.2,0,35,39
-82.96,42.28,WINDSOR,6139530,9/14/2021,2021,9,14,32.5,18.5,25.5,0,7.5,16.2,0,16.2,0,30,76
-82.96,42.28,WINDSOR,6139530,9/15/2021,2021,9,15,25,17,21,0,3,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,9/16/2021,2021,9,16,27,14.5,20.8,0,2.8,0,0,0,0,9,35
-82.96,42.28,WINDSOR,6139530,9/17/2021,2021,9,17,30.5,15.5,23,0,5,0,0,0,0,21,33
-82.96,42.28,WINDSOR,6139530,9/18/2021,2021,9,18,25,18,21.5,0,3.5,0,0,0,0,4,41
-82.96,42.28,WINDSOR,6139530,9/19/2021,2021,9,19,27,14,20.5,0,2.5,0,0,0,0,11,33
-82.96,42.28,WINDSOR,6139530,9/20/2021,2021,9,20,29,17.5,23.3,0,5.3,2.2,0,2.2,0,20,46
-82.96,42.28,WINDSOR,6139530,9/21/2021,2021,9,21,24,20.5,22.3,0,4.3,70.8,0,70.8,0,36,54
-82.96,42.28,WINDSOR,6139530,9/22/2021,2021,9,22,15,13.5,14.3,3.7,0,40.4,0,40.4,0,2,71
-82.96,42.28,WINDSOR,6139530,9/23/2021,2021,9,23,15,11,13,5,0,3.1,0,3.1,0,24,48
-82.96,42.28,WINDSOR,6139530,9/24/2021,2021,9,24,23,10,16.5,1.5,0,0.8,0,0.8,0,27,42
-82.96,42.28,WINDSOR,6139530,9/25/2021,2021,9,25,19.5,13.5,16.5,1.5,0,2,0,2,0,29,42
-82.96,42.28,WINDSOR,6139530,9/26/2021,2021,9,26,24.5,8.5,16.5,1.5,0,0,0,0,0,23,46
-82.96,42.28,WINDSOR,6139530,9/27/2021,2021,9,27,28.5,17.5,23,0,5,0,0,0,0,25,45
-82.96,42.28,WINDSOR,6139530,9/28/2021,2021,9,28,21.5,13.5,17.5,0.5,0,0,0,0,0,3,35
-82.96,42.28,WINDSOR,6139530,9/29/2021,2021,9,29,21.5,10.5,16,2,0,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,9/30/2021,2021,9,30,22,8.5,15.3,2.7,0,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,10/1/2021,2021,10,1,24,8.5,16.3,1.7,0,0,0,0,0,23,35
-82.96,42.28,WINDSOR,6139530,10/2/2021,2021,10,2,26,13.5,19.8,0,1.8,9.8,0,9.8,0,20,33
-82.96,42.28,WINDSOR,6139530,10/3/2021,2021,10,3,25,18,21.5,0,3.5,3.8,0,3.8,0,,
-82.96,42.28,WINDSOR,6139530,10/4/2021,2021,10,4,24.5,18,21.3,0,3.3,1.2,0,1.2,0,,
-82.96,42.28,WINDSOR,6139530,10/5/2021,2021,10,5,20,17,18.5,0,0.5,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,10/6/2021,2021,10,6,19.5,16,17.8,0.2,0,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,10/7/2021,2021,10,7,23.5,18,20.8,0,2.8,0.8,0,0.8,0,,
-82.96,42.28,WINDSOR,6139530,10/8/2021,2021,10,8,24,18,21,0,3,1.3,0,1.3,0,,
-82.96,42.28,WINDSOR,6139530,10/9/2021,2021,10,9,26,17,21.5,0,3.5,3.4,0,3.4,0,21,32
-82.96,42.28,WINDSOR,6139530,10/10/2021,2021,10,10,25.5,18,21.8,0,3.8,0.6,0,0.6,0,15,45
-82.96,42.28,WINDSOR,6139530,10/11/2021,2021,10,11,28,18.5,23.3,0,5.3,0.2,0,0.2,0,16,39
-82.96,42.28,WINDSOR,6139530,10/12/2021,2021,10,12,24.5,21,22.8,0,4.8,0,0,0,0,20,50
-82.96,42.28,WINDSOR,6139530,10/13/2021,2021,10,13,24.5,17,20.8,0,2.8,0,0,0,0,23,35
-82.96,42.28,WINDSOR,6139530,10/14/2021,2021,10,14,28.5,17.5,23,0,5,11.4,0,11.4,0,30,52
-82.96,42.28,WINDSOR,6139530,10/15/2021,2021,10,15,16.5,14.5,15.5,2.5,0,19.6,0,19.6,0,30,33
-82.96,42.28,WINDSOR,6139530,10/16/2021,2021,10,16,16,9.5,12.8,5.2,0,0,0,0,0,28,54
-82.96,42.28,WINDSOR,6139530,10/17/2021,2021,10,17,18,8.5,13.3,4.7,0,0,0,0,0,30,52
-82.96,42.28,WINDSOR,6139530,10/18/2021,2021,10,18,19.5,6.5,13,5,0,0,0,0,0,33,33
-82.96,42.28,WINDSOR,6139530,10/19/2021,2021,10,19,24,6,15,3,0,0,0,0,0,25,39
-82.96,42.28,WINDSOR,6139530,10/20/2021,2021,10,20,22.5,10,16.3,1.7,0,5.8,0,5.8,0,22,33
-82.96,42.28,WINDSOR,6139530,10/21/2021,2021,10,21,19.5,14,16.8,1.2,0,5.4,0,5.4,0,27,59
-82.96,42.28,WINDSOR,6139530,10/22/2021,2021,10,22,12,5,8.5,9.5,0,0.2,0,0.2,0,33,39
-82.96,42.28,WINDSOR,6139530,10/23/2021,2021,10,23,14,5,9.5,8.5,0,0,0,0,0,25,33
-82.96,42.28,WINDSOR,6139530,10/24/2021,2021,10,24,12,1.5,6.8,11.2,0,34.1,0,34.1,0,5,61
-82.96,42.28,WINDSOR,6139530,10/25/2021,2021,10,25,10,8.5,9.3,8.7,0,11,0,11,0,4,65
-82.96,42.28,WINDSOR,6139530,10/26/2021,2021,10,26,11,6.5,8.8,9.2,0,0.2,0,0.2,0,35,54
-82.96,42.28,WINDSOR,6139530,10/27/2021,2021,10,27,12,7.5,9.8,8.2,0,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,10/28/2021,2021,10,28,16.5,9.5,13,5,0,9.6,0,9.6,0,10,50
-82.96,42.28,WINDSOR,6139530,10/29/2021,2021,10,29,13.5,12,12.8,5.2,0,15.2,0,15.2,0,6,48
-82.96,42.28,WINDSOR,6139530,10/30/2021,2021,10,30,11.5,9.5,10.5,7.5,0,0,0,0,0,3,41
-82.96,42.28,WINDSOR,6139530,10/31/2021,2021,10,31,16,8.5,12.3,5.7,0,0.2,0,0.2,0,30,72
-82.96,42.28,WINDSOR,6139530,11/1/2021,2021,11,1,11,3,7,11,0,0,0,0,0,27,46
-82.96,42.28,WINDSOR,6139530,11/2/2021,2021,11,2,9,2,5.5,12.5,0,0,0,0,0,27,52
-82.96,42.28,WINDSOR,6139530,11/3/2021,2021,11,3,8.5,0,4.3,13.7,0,0,0,0,0,28,41
-82.96,42.28,WINDSOR,6139530,11/4/2021,2021,11,4,9,-0.5,4.3,13.7,0,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,11/5/2021,2021,11,5,11,-3,4,14,0,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,11/6/2021,2021,11,6,12.5,-2,5.3,12.7,0,0,0,0,0,20,33
-82.96,42.28,WINDSOR,6139530,11/7/2021,2021,11,7,18,3.5,10.8,7.2,0,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,11/8/2021,2021,11,8,19.5,6.5,13,5,0,0,0,0,0,21,39
-82.96,42.28,WINDSOR,6139530,11/9/2021,2021,11,9,14,6,10,8,0,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,11/10/2021,2021,11,10,14.5,1,7.8,10.2,0,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,11/11/2021,2021,11,11,20,6.5,13.3,4.7,0,6,0,6,0,17,59
-82.96,42.28,WINDSOR,6139530,11/12/2021,2021,11,12,12.5,5,8.8,9.2,0,0,0,0,0,24,68
-82.96,42.28,WINDSOR,6139530,11/13/2021,2021,11,13,7,2,4.5,13.5,0,1.2,0.8,2,0,25,50
-82.96,42.28,WINDSOR,6139530,11/14/2021,2021,11,14,4,1,2.5,15.5,0,1.3,6.6,7.9,0,30,42
-82.96,42.28,WINDSOR,6139530,11/15/2021,2021,11,15,6.5,0.5,3.5,14.5,0,0,0,0,0,28,52
-82.96,42.28,WINDSOR,6139530,11/16/2021,2021,11,16,14.5,-2,6.3,11.7,0,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,11/17/2021,2021,11,17,17,2,9.5,8.5,0,3,0,3,0,21,61
-82.96,42.28,WINDSOR,6139530,11/18/2021,2021,11,18,7.5,3.5,5.5,12.5,0,0,0,0,0,26,63
-82.96,42.28,WINDSOR,6139530,11/19/2021,2021,11,19,7,0,3.5,14.5,0,0,0,0,0,27,42
-82.96,42.28,WINDSOR,6139530,11/20/2021,2021,11,20,4.5,0.5,2.5,15.5,0,0.2,0,0.2,0,19,37
-82.96,42.28,WINDSOR,6139530,11/21/2021,2021,11,21,6.5,-1,2.8,15.2,0,4.6,0,4.6,0,26,74
-82.96,42.28,WINDSOR,6139530,11/22/2021,2021,11,22,4,-1,1.5,16.5,0,0,0,0,0,27,52
-82.96,42.28,WINDSOR,6139530,11/23/2021,2021,11,23,5,-4.5,0.3,17.7,0,0,0,0,0,27,32
-82.96,42.28,WINDSOR,6139530,11/24/2021,2021,11,24,10,-1,4.5,13.5,0,11.4,0,11.4,0,20,52
-82.96,42.28,WINDSOR,6139530,11/25/2021,2021,11,25,8,5.5,6.8,11.2,0,5.8,0,5.8,0,29,58
-82.96,42.28,WINDSOR,6139530,11/26/2021,2021,11,26,0,-1.5,-0.8,18.8,0,0,0,0,0,29,50
-82.96,42.28,WINDSOR,6139530,11/27/2021,2021,11,27,1,-4,-1.5,19.5,0,0,6.2,6.2,0,,
-82.96,42.28,WINDSOR,6139530,11/28/2021,2021,11,28,4,-1,1.5,16.5,0,0.2,0.2,0.4,6,28,54
-82.96,42.28,WINDSOR,6139530,11/29/2021,2021,11,29,4.5,-2.5,1,17,0,0,2,2,0,23,42
-82.96,42.28,WINDSOR,6139530,11/30/2021,2021,11,30,6.5,0,3.3,14.7,0,0,0,0,0,27,54
-82.96,42.28,WINDSOR,6139530,12/1/2021,2021,12,1,10.5,-2,4.3,13.7,0,0.7,0,0.7,0,22,41
-82.96,42.28,WINDSOR,6139530,12/2/2021,2021,12,2,13.5,4,8.8,9.2,0,0,0.4,0.4,0,26,74
-82.96,42.28,WINDSOR,6139530,12/3/2021,2021,12,3,4.5,1,2.8,15.2,0,0,0.4,0.4,0,,
-82.96,42.28,WINDSOR,6139530,12/4/2021,2021,12,4,7.5,0,3.8,14.2,0,0,0,0,0,29,58
-82.96,42.28,WINDSOR,6139530,12/5/2021,2021,12,5,9.5,1,5.3,12.7,0,18.8,0,18.8,0,11,45
-82.96,42.28,WINDSOR,6139530,12/6/2021,2021,12,6,5.5,-0.5,2.5,15.5,0,0,0.8,0.8,0,27,78
-82.96,42.28,WINDSOR,6139530,12/7/2021,2021,12,7,-2,-6,-4,22,0,0,0,0,0,28,42
-82.96,42.28,WINDSOR,6139530,12/8/2021,2021,12,8,1.5,-6,-2.3,20.3,0,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,12/9/2021,2021,12,9,8.5,-2,3.3,14.7,0,0,0,0,0,10,37
-82.96,42.28,WINDSOR,6139530,12/10/2021,2021,12,10,15,-1,7,11,0,27.2,0,27.2,0,16,55
-82.96,42.28,WINDSOR,6139530,12/11/2021,2021,12,11,16.5,4,10.3,7.7,0,0.2,0,0.2,0,24,115
-82.96,42.28,WINDSOR,6139530,12/12/2021,2021,12,12,9,-0.5,4.3,13.7,0,0,0,0,0,24,55
-82.96,42.28,WINDSOR,6139530,12/13/2021,2021,12,13,10.5,2,6.3,11.7,0,0,0,0,0,23,50
-82.96,42.28,WINDSOR,6139530,12/14/2021,2021,12,14,9.5,-2.5,3.5,14.5,0,3.1,0,3.1,0,11,32
-82.96,42.28,WINDSOR,6139530,12/15/2021,2021,12,15,14.5,5,9.8,8.2,0,0,0,0,0,19,52
-82.96,42.28,WINDSOR,6139530,12/16/2021,2021,12,16,16,11,13.5,4.5,0,0,0,0,0,21,78
-82.96,42.28,WINDSOR,6139530,12/17/2021,2021,12,17,6,0,3,15,0,6.2,0,6.2,0,25,48
-82.96,42.28,WINDSOR,6139530,12/18/2021,2021,12,18,1.5,0.5,1,17,0,3.6,0,3.6,0,7,39
-82.96,42.28,WINDSOR,6139530,12/19/2021,2021,12,19,1,-1.5,-0.3,18.3,0,0,0,0,0,22,35
-82.96,42.28,WINDSOR,6139530,12/20/2021,2021,12,20,5,-2,1.5,16.5,0,0,0,0,0,23,50
-82.96,42.28,WINDSOR,6139530,12/21/2021,2021,12,21,4.5,-4.5,0,18,0,0,0,0,0,28,61
-82.96,42.28,WINDSOR,6139530,12/22/2021,2021,12,22,-1,-4,-2.5,20.5,0,0,0,0,0,28,65
-82.96,42.28,WINDSOR,6139530,12/23/2021,2021,12,23,5.5,-4.5,0.5,17.5,0,0.4,0,0.4,0,18,41
-82.96,42.28,WINDSOR,6139530,12/24/2021,2021,12,24,11,-1,5,13,0,12.8,0,12.8,0,18,32
-82.96,42.28,WINDSOR,6139530,12/25/2021,2021,12,25,11,7,9,9,0,1.1,0,1.1,0,33,35
-82.96,42.28,WINDSOR,6139530,12/26/2021,2021,12,26,5,-1,2,16,0,5.1,2,7.1,0,7,33
-82.96,42.28,WINDSOR,6139530,12/27/2021,2021,12,27,4.5,0,2.3,15.7,0,0.5,0,0.5,1,10,58
-82.96,42.28,WINDSOR,6139530,12/28/2021,2021,12,28,2.5,0,1.3,16.7,0,3.8,2.8,6.6,0,5,39
-82.96,42.28,WINDSOR,6139530,12/29/2021,2021,12,29,4.5,0,2.3,15.7,0,0,0,0,0,29,39
-82.96,42.28,WINDSOR,6139530,12/30/2021,2021,12,30,5,-0.5,2.3,15.7,0,0.3,0,0.3,0,,
-82.96,42.28,WINDSOR,6139530,12/31/2021,2021,12,31,6.5,2,4.3,13.7,0,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,1/1/2022,2022,1,1,4,0,2,16,0,0,5.2,5.2,0,3,48
-82.96,42.28,WINDSOR,6139530,1/2/2022,2022,1,2,-3,-4.5,-3.8,21.8,0,0,0,0,5,1,48
-82.96,42.28,WINDSOR,6139530,1/3/2022,2022,1,3,-1,-10.5,-5.8,23.8,0,0,0,0,5,23,39
-82.96,42.28,WINDSOR,6139530,1/4/2022,2022,1,4,3.5,-5,-0.8,18.8,0,0,0,0,5,21,41
-82.96,42.28,WINDSOR,6139530,1/5/2022,2022,1,5,3,-3.5,-0.3,18.3,0,0,0,0,5,24,80
-82.96,42.28,WINDSOR,6139530,1/6/2022,2022,1,6,-3.5,-9.5,-6.5,24.5,0,0,0,0,0,24,59
-82.96,42.28,WINDSOR,6139530,1/7/2022,2022,1,7,-5,-11,-8,26,0,0,0,0,3,30,48
-82.96,42.28,WINDSOR,6139530,1/8/2022,2022,1,8,3,-12.5,-4.8,22.8,0,0.8,0,0.8,3,21,58
-82.96,42.28,WINDSOR,6139530,1/9/2022,2022,1,9,3.5,-2.5,0.5,17.5,0,0,0,0,0,27,72
-82.96,42.28,WINDSOR,6139530,1/10/2022,2022,1,10,-5,-8.5,-6.8,24.8,0,0,0,0,0,30,59
-82.96,42.28,WINDSOR,6139530,1/11/2022,2022,1,11,2,-13.5,-5.8,23.8,0,0,0,0,0,20,74
-82.96,42.28,WINDSOR,6139530,1/12/2022,2022,1,12,5,-5,0,18,0,0,0,0,0,24,58
-82.96,42.28,WINDSOR,6139530,1/13/2022,2022,1,13,2,-2,0,18,0,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,1/14/2022,2022,1,14,-1,-6,-3.5,21.5,0,0,0,0,0,4,50
-82.96,42.28,WINDSOR,6139530,1/15/2022,2022,1,15,-6.5,-12,-9.3,27.3,0,0,0,0,0,5,39
-82.96,42.28,WINDSOR,6139530,1/16/2022,2022,1,16,-0.5,-10.5,-5.5,23.5,0,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,1/17/2022,2022,1,17,-0.5,-6,-3.3,21.3,0,0,0,0,0,33,52
-82.96,42.28,WINDSOR,6139530,1/18/2022,2022,1,18,5,-2,1.5,16.5,0,0,0,0,0,20,63
-82.96,42.28,WINDSOR,6139530,1/19/2022,2022,1,19,6.5,-1.5,2.5,15.5,0,0,0,0,0,29,59
-82.96,42.28,WINDSOR,6139530,1/20/2022,2022,1,20,-5.5,-8.5,-7,25,0,0,0,0,0,34,50
-82.96,42.28,WINDSOR,6139530,1/21/2022,2022,1,21,-3,-13,-8,26,0,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,1/22/2022,2022,1,22,-3,-11,-7,25,0,0,5,5,0,21,52
-82.96,42.28,WINDSOR,6139530,1/23/2022,2022,1,23,-4,-7.5,-5.8,23.8,0,0,1.6,1.6,5,35,39
-82.96,42.28,WINDSOR,6139530,1/24/2022,2022,1,24,-4.5,-11,-7.8,25.8,0,0,4.2,4.2,6,32,33
-82.96,42.28,WINDSOR,6139530,1/25/2022,2022,1,25,-4.5,-12,-8.3,26.3,0,0,0.4,0.4,9,28,33
-82.96,42.28,WINDSOR,6139530,1/26/2022,2022,1,26,-5,-13,-9,27,0,0,0,0,9,31,33
-82.96,42.28,WINDSOR,6139530,1/27/2022,2022,1,27,-2,-14,-8,26,0,0,0.4,0.4,0,22,52
-82.96,42.28,WINDSOR,6139530,1/28/2022,2022,1,28,-6,-9,-7.5,25.5,0,0,0.2,0.2,8,36,39
-82.96,42.28,WINDSOR,6139530,1/29/2022,2022,1,29,-5.5,-17,-11.3,29.3,0,0,0,0,7,,
-82.96,42.28,WINDSOR,6139530,1/30/2022,2022,1,30,-4,-12,-8,26,0,0,0,0,7,,
-82.96,42.28,WINDSOR,6139530,1/31/2022,2022,1,31,1,-12.5,-5.8,23.8,0,0,0,0,7,,
-82.96,42.28,WINDSOR,6139530,2/1/2022,2022,2,1,7,-7,0,18,0,4.2,0,4.2,7,18,41
-82.96,42.28,WINDSOR,6139530,2/2/2022,2022,2,2,2,0,1,17,0,0,12.6,12.6,0,3,48
-82.96,42.28,WINDSOR,6139530,2/3/2022,2022,2,3,-4,-6,-5,23,0,0,3.6,3.6,13,3,65
-82.96,42.28,WINDSOR,6139530,2/4/2022,2022,2,4,-5,-10,-7.5,25.5,0,0,0,0,15,36,41
-82.96,42.28,WINDSOR,6139530,2/5/2022,2022,2,5,-4.5,-13,-8.8,26.8,0,0,0,0,15,18,42
